SECT,DIV,GROUP,CLASS,SECT_DESC,DIV_DESC,GROUP_DESC,CLASS_DESC,SIZE,GEOCODE,PROVINCE,MUNICIPIO,PROVINCE_DESC,MUNICIPIO_DESC,EMPRESAS
D,D17,D17173,D171731730,Industrias Manufactureras,Fabricación de productos textiles,Fabricación de tejidos y artículos de punto y ganchillo,Fabricación de tejidos y artículos de punto y ganchillo,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D17,D17173,D171731730,Industrias Manufactureras,Fabricación de productos textiles,Fabricación de tejidos y artículos de punto y ganchillo,Fabricación de tejidos y artículos de punto y ganchillo,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D17,D17173,D171731730,Industrias Manufactureras,Fabricación de productos textiles,Fabricación de tejidos y artículos de punto y ganchillo,Fabricación de tejidos y artículos de punto y ganchillo,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",250 o más,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",050 a 099,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",100 a 249,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,3
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,5
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,8
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,9
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",100 a 249,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",050 a 099,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",250 o más,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,6
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,3
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,4
D,D18,D18181,D181811810,Industrias Manufactureras,Industria de la confección y la peletería,"Fabricación de prendas de vestir, excepto prendas de piel","Fabricación de prendas de vestir, excepto prendas de piel",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,5
D,D18,D18182,D181821820,Industrias Manufactureras,Industria de la confección y la peletería,Adobo y teñido de pieles; fabricación de artículos de piel,Adobo y teñido de pieles; fabricación de artículos de piel,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18182,D181821820,Industrias Manufactureras,Industria de la confección y la peletería,Adobo y teñido de pieles; fabricación de artículos de piel,Adobo y teñido de pieles; fabricación de artículos de piel,050 a 099,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D18,D18182,D181821820,Industrias Manufactureras,Industria de la confección y la peletería,Adobo y teñido de pieles; fabricación de artículos de piel,Adobo y teñido de pieles; fabricación de artículos de piel,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D19,D19191,D191911912,Industrias Manufactureras,Industria del cuero y del calzado,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano y artículos de talabartería y guarnicionería","Fabricación de maletas, bolsos de mano y artículos similares, y de artículos de talabartería y guarnicionería",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D19,D19191,D191911912,Industrias Manufactureras,Industria del cuero y del calzado,"Curtido y adobo de cueros; fabricación de maletas, bolsos de mano y artículos de talabartería y guarnicionería","Fabricación de maletas, bolsos de mano y artículos similares, y de artículos de talabartería y guarnicionería",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,050 a 099,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,3
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,250 o más,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,100 a 249,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D19,D19192,D191921920,Industrias Manufactureras,Industria del cuero y del calzado,Fabricación de calzado,Fabricación de calzado,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20201,D202012010,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Aserrado y acepilladura de madera,Aserrado y acepilladura de madera,050 a 099,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20201,D202012010,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Aserrado y acepilladura de madera,Aserrado y acepilladura de madera,050 a 099,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20201,D202012010,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Aserrado y acepilladura de madera,Aserrado y acepilladura de madera,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20201,D202012010,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Aserrado y acepilladura de madera,Aserrado y acepilladura de madera,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20201,D202012010,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Aserrado y acepilladura de madera,Aserrado y acepilladura de madera,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20201,D202012010,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Aserrado y acepilladura de madera,Aserrado y acepilladura de madera,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
D,D20,D20201,D202012010,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Aserrado y acepilladura de madera,Aserrado y acepilladura de madera,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20201,D202012010,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Aserrado y acepilladura de madera,Aserrado y acepilladura de madera,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
D,D20,D20201,D202012010,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Aserrado y acepilladura de madera,Aserrado y acepilladura de madera,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20201,D202012010,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Aserrado y acepilladura de madera,Aserrado y acepilladura de madera,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20201,D202012010,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Aserrado y acepilladura de madera,Aserrado y acepilladura de madera,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022021,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables","Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022021,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables","Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022021,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables","Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022022,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables",Fabricación de partes y piezas de carpintería para edificios y construcciones,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022022,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables",Fabricación de partes y piezas de carpintería para edificios y construcciones,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
D,D20,D20202,D202022022,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables",Fabricación de partes y piezas de carpintería para edificios y construcciones,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
D,D20,D20202,D202022022,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables",Fabricación de partes y piezas de carpintería para edificios y construcciones,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022022,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables",Fabricación de partes y piezas de carpintería para edificios y construcciones,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022022,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables",Fabricación de partes y piezas de carpintería para edificios y construcciones,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022022,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables",Fabricación de partes y piezas de carpintería para edificios y construcciones,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022022,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables",Fabricación de partes y piezas de carpintería para edificios y construcciones,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022022,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables",Fabricación de partes y piezas de carpintería para edificios y construcciones,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022022,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables",Fabricación de partes y piezas de carpintería para edificios y construcciones,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
D,D20,D20202,D202022029,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables","Fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022029,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables","Fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022029,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables","Fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D20,D20202,D202022029,Industrias Manufactureras,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","Fabricación de productos de madera, corcho, paja y materiales trenzables","Fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102101,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,"Fabricación de pasta de madera, papel y cartón",250 o más,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102101,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,"Fabricación de pasta de madera, papel y cartón",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102101,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,"Fabricación de pasta de madera, papel y cartón",010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102101,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,"Fabricación de pasta de madera, papel y cartón",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
D,D21,D21210,D212102101,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,"Fabricación de pasta de madera, papel y cartón",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102101,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,"Fabricación de pasta de madera, papel y cartón",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102101,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,"Fabricación de pasta de madera, papel y cartón",001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102102,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,Fabricación de papel y cartón ondulado y de envases de papel y cartón,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102102,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,Fabricación de papel y cartón ondulado y de envases de papel y cartón,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102102,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,Fabricación de papel y cartón ondulado y de envases de papel y cartón,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,2
D,D21,D21210,D212102102,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,Fabricación de papel y cartón ondulado y de envases de papel y cartón,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102102,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,Fabricación de papel y cartón ondulado y de envases de papel y cartón,100 a 249,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102102,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,Fabricación de papel y cartón ondulado y de envases de papel y cartón,100 a 249,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102102,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,Fabricación de papel y cartón ondulado y de envases de papel y cartón,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102102,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,Fabricación de papel y cartón ondulado y de envases de papel y cartón,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102102,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,Fabricación de papel y cartón ondulado y de envases de papel y cartón,010 a 049,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
D,D21,D21210,D212102102,Industrias Manufactureras,Fabricacion de Papel y Productos de papel,Fabricacion de Papel y Productos de papel,Fabricación de papel y cartón ondulado y de envases de papel y cartón,001 a 009,20090101000000000,1,101,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,1
