HS8,Description,Base,Category,HS4,HS6,Cat,duty2007,duty2008,duty2009,duty2010,duty2011,duty2012,duty2013,duty2014,duty2015,HS1996
32041700,COLORANTES PIGMENTARIOS Y PREPARACIONES A BASE DE ESTOS COLORANTES,3.0,A,'3204,'320417,A,0,0,0,0,0,0,0,0,0,'320417
32041900,LAS DEMAS; INCLUIDAS LAS MEZCLAS DE MATERIAS COLORANTES DE VARIAS DE LAS SUBPARTIDAS NOS 3204.11 A 3 204.19,3.0,A,'3204,'320419,A,0,0,0,0,0,0,0,0,0,'320419
32042000,PRODUCTOS ORGANICOS SINTETICOS DEL TIPO DE LOS UTI LIZADOS PARA EL AVIVADO FLUORESCENTE,3.0,A,'3204,'320420,A,0,0,0,0,0,0,0,0,0,'320420
32049000,LOS DEMAS,3.0,A,'3204,'320490,A,0,0,0,0,0,0,0,0,0,'320490
32050000,LACAS COLORANTES; PREPARACIONES A QUE SE REFIEREL A NOTA 3 DE ESTE CAPITULO ABASE DE LACAS COLORANTES.,3.0,A,'3205,'320500,A,0,0,0,0,0,0,0,0,0,'320500
32061100,CON UN CONTENIDO DE DIOXIDO DE TITANIO SUPERIOR O IGUAL AL 80% EN PESO; CALCULADO SOBRE MATERIA SECA,3.0,A,'3206,'320611,A,0,0,0,0,0,0,0,0,0,'320611
32061900,LOS DEMAS,3.0,A,'3206,'320619,A,0,0,0,0,0,0,0,0,0,'320619
32062000,PIGMENTOS Y PREPARACIONES A BASE DE COMPUESTOS DE CROMO,3.0,A,'3206,'320620,A,0,0,0,0,0,0,0,0,0,'320620
32063000,PIGMENTOS Y PREPARACIONES A BASE DE COMPUESTOS DE CADMIO LAS DEMASMATERIAS COLORANTES Y LAS DEMAS PREPARACIONES,3.0,A,'3206,'320630,A,0,0,0,0,0,0,0,0,0,'320630
32064100,ULTRAMAR Y SUS PREPARACIONES,3.0,A,'3206,'320641,A,0,0,0,0,0,0,0,0,0,'320641
32064200,LITOPON Y DEMAS PIGMENTOS Y PREPARACIONES A BASE DE SULFURO DE CINC,3.0,A,'3206,'320642,A,0,0,0,0,0,0,0,0,0,'320642
32064300,PIGMENTOS Y PREPARACIONES A BASE DE HEXACIANOFERRATOS (FERROCIANUROS O FERRICIANUROS),3.0,A,'3206,'320643,A,0,0,0,0,0,0,0,0,0,'320643
32064900,LAS DEMAS,8.0,M,'3206,'320649,M,7.84,7.68,7.04,6.4,5.76,5.12,4.48,3.84,2.56,'320649
32065000,PRODUCTOS INORGANICOS DEL TIPO DE LOS UTILIZADOS COMO LUMINOFOROS,3.0,A,'3206,'320650,A,0,0,0,0,0,0,0,0,0,'320650
32071000,PIGMENTOS; OPACIFICANTES Y COLORES PREPARADOS Y PREPARACIONES SIMILARES,3.0,A,'3207,'320710,A,0,0,0,0,0,0,0,0,0,'320710
32072010,COMPOSICIONES VITRIFICABLES,3.0,A,'3207,'320720,A,0,0,0,0,0,0,0,0,0,'320720
32072090,LOS DEMAS,3.0,A,'3207,'320720,A,0,0,0,0,0,0,0,0,0,'320720
32073000,ABRILLANTADORES (LUSTRES) LIQUIDOS Y PREPARACIONES SIMILARES,3.0,A,'3207,'320730,A,0,0,0,0,0,0,0,0,0,'320730
32074010,FRITA DE VIDRIO,3.0,A,'3207,'320740,A,0,0,0,0,0,0,0,0,0,'320740
32074090,LOS DEMAS,3.0,A,'3207,'320740,A,0,0,0,0,0,0,0,0,0,'320740
32081011,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3208,'320810,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'320810
32081019,LOS DEMAS,20.0,M,'3208,'320810,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'320810
32081021,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3208,'320810,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'320810
32081029,LOS DEMAS,20.0,M,'3208,'320810,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'320810
32081091,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3208,'320810,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'320810
32081099,- - - LOS DEMÁS,20.0,M,'3208,'320810,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'320810
32082011,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3208,'320820,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'320820
32082019,LOS DEMAS,20.0,M,'3208,'320820,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'320820
32082021,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3208,'320820,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'320820
32082029,LOS DEMAS,20.0,M,'3208,'320820,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'320820
32082091,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3208,'320820,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'320820
32082099,LOS DEMAS,20.0,M,'3208,'320820,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'320820
32089011,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KG,14.0,M,'3208,'320890,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'320890
32089019,- - - LOS DEMÁS,20.0,M,'3208,'320890,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'320890
32089021,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3208,'320890,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'320890
32089029,LOS DEMAS,20.0,M,'3208,'320890,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'320890
32089091,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3208,'320890,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'320890
32089099,LOS DEMAS,20.0,M,'3208,'320890,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'320890
32091011,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3209,'320910,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'320910
32091019,LOS DEMAS BARNICES,20.0,M,'3209,'320910,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'320910
32091021,DE LOS UTILIZADOS EN EL ACABADO DE IMPRESOS LOS DE MAS,0.0,G,'3209,'320910,G,0,0,0,0,0,0,0,0,0,'320910
32091022,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3209,'320910,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'320910
32091029,LOS DEMAS,20.0,M,'3209,'320910,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'320910
32099011,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS,14.0,M,'3209,'320990,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'320990
32099019,LOS DEMAS,20.0,M,'3209,'320990,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'320990
32099021,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3209,'320990,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'320990
32099029,LOS DEMAS,20.0,M,'3209,'320990,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'320990
32100011,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3210,'321000,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'321000
32100019,LOS DEMAS,20.0,M,'3210,'321000,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'321000
32100021,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3210,'321000,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'321000
32100029,LOS DEMAS,20.0,M,'3210,'321000,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'321000
32100031,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3210,'321000,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'321000
32100039,LOS DEMAS,20.0,M,'3210,'321000,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'321000
32100040,PIGMENTOS AL AGUA DEL TIPO DE LOS UTILIZADOS PARA EL ACABADO DEL CUER LOSDEMAS,3.0,A,'3210,'321000,A,0,0,0,0,0,0,0,0,0,'321000
32100091,EN ENVASES DE CONTENIDO NETO SUPERIOR A 15 KGS.,14.0,M,'3210,'321000,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'321000
32100099,LOS DEMAS,20.0,M,'3210,'321000,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'321000
32110000,SECATIVOS PREPARADOS.,0.0,G,'3211,'321100,G,0,0,0,0,0,0,0,0,0,'321100
32121000,HOJAS PARA EL MARCADO A FUEGO,3.0,B,'3212,'321210,B,2.5,2.0,1.5,1.0,0.5,0,0,0,0,'321210
32129010,PIGMENTOS (INCLUIDOS EL POLVO Y ESCAMILLAS METALICOS) DISPERSOS EN MEDIOS NOACUOSOS; LIQUIDOS O EN PASTA; DEL TIPO DE LOS UTILIZADOS PARA LA FABRICACION DE PINTURAS,3.0,B,'3212,'321290,B,2.5,2.0,1.5,1.0,0.5,0,0,0,0,'321290
32129020,TINTES Y DEMAS MATERIAS COLORANTES PRESENTADOS EN FORMAS O EN ENVASES PARA LA VENTA AL POR MENOR.,20.0,M,'3212,'321290,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'321290
32131000,COLORES EN SURTIDOS,20.0,M,'3213,'321310,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'321310
32139000,LOS DEMAS,20.0,M,'3213,'321390,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'321390
32141010,LACRE,14.0,M,'3214,'321410,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'321410
32141090,LOS DEMAS,14.0,M,'3214,'321410,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'321410
32149000,LOS DEMAS,14.0,M,'3214,'321490,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'321490
32151100,NEGRAS,0.0,G,'3215,'321511,G,0,0,0,0,0,0,0,0,0,'321511
32151900,LAS DEMAS,0.0,G,'3215,'321519,G,0,0,0,0,0,0,0,0,0,'321519
32159010,PARA COPIADORAS HECTOGRAFICAS Y MIMEOGRAFOS,3.0,A,'3215,'321590,A,0,0,0,0,0,0,0,0,0,'321590
32159020,PARA BOLIGRAFOS,3.0,A,'3215,'321590,A,0,0,0,0,0,0,0,0,0,'321590
32159030,CARTUCHOS DE TINTA PARA REPUESTO DE ESTILOGRAFICA,20.0,M,'3215,'321590,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'321590
32159090,LAS DEMAS,3.0,A,'3215,'321590,A,0,0,0,0,0,0,0,0,0,'321590
33011100,DE BERGAMOTA,3.0,A,'3301,'330111,A,0,0,0,0,0,0,0,0,0,'330111
33011200,DE NARANJA,3.0,B,'3301,'330112,B,2.5,2.0,1.5,1.0,0.5,0,0,0,0,'330112
33011300,DE LIMON,3.0,A,'3301,'330113,A,0,0,0,0,0,0,0,0,0,'330113
33011400,DE LIMA,3.0,A,'3301,'330114,A,0,0,0,0,0,0,0,0,0,'330114
33011900,LOS DEMAS,3.0,A,'3301,'330119,A,0,0,0,0,0,0,0,0,0,'330119
33012100,DE GERANIO,3.0,A,'3301,'330121,A,0,0,0,0,0,0,0,0,0,'330121
33012200,DE JAZMIN,3.0,A,'3301,'330122,A,0,0,0,0,0,0,0,0,0,'330122
33012300,DE LAVANDA (ESPLIEGO) O DE LAVANDIN,3.0,A,'3301,'330123,A,0,0,0,0,0,0,0,0,0,'330123
33012400,DE MENTA PIPERITA (MENTHA PIPERITA),3.0,A,'3301,'330124,A,0,0,0,0,0,0,0,0,0,'330124
33012500,DE LAS DEMAS MENTAS,3.0,A,'3301,'330125,A,0,0,0,0,0,0,0,0,0,'330125
33012600,DE ESPICANARDO (VETIVER),3.0,A,'3301,'330126,A,0,0,0,0,0,0,0,0,0,'330126
33012910,DE ANIS,3.0,A,'3301,'330129,A,0,0,0,0,0,0,0,0,0,'330129
33012920,DE EUCALIPTO,3.0,A,'3301,'330129,A,0,0,0,0,0,0,0,0,0,'330129
33012990,LOS DEMAS,3.0,A,'3301,'330129,A,0,0,0,0,0,0,0,0,0,'330129
33013000,RESINOIDES,3.0,A,'3301,'330130,A,0,0,0,0,0,0,0,0,0,'330130
33019010,SUBPRODUCTOS TERPENICOS RESIDUALES DE LA DESTERPENACION DE LOS ACEITES ESENCIALES,3.0,A,'3301,'330190,A,0,0,0,0,0,0,0,0,0,'330190
33019020,OLEORRESINAS DE EXTRACCION,3.0,A,'3301,'330190,A,0,0,0,0,0,0,0,0,0,'330190
33019090,LOS DEMAS,3.0,A,'3301,'330190,A,0,0,0,0,0,0,0,0,0,'330190
33021011,PREPARACIONES CON GRADO ALCOHOLICO VOLUMETRICO SUPERIOR A 0.5%,3.0,A,'3302,'330210,A,0,0,0,0,0,0,0,0,0,'330210
33021019,LAS DEMAS,3.0,A,'3302,'330210,A,0,0,0,0,0,0,0,0,0,'330210
33021090,LAS DEMAS,3.0,A,'3302,'330210,A,0,0,0,0,0,0,0,0,0,'330210
33029010,DEL TIPO DE LAS UTILIZADAS EN LAS INDUSTRIAS DE JABON; PERFUMERIA O COSMETICOS,3.0,A,'3302,'330290,A,0,0,0,0,0,0,0,0,0,'330290
33029090,LAS DEMAS,3.0,A,'3302,'330290,A,0,0,0,0,0,0,0,0,0,'330290
33030000,PERFUMES Y AGUAS DE TOCADOR.,20.0,C,'3303,'330300,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'330300
33041000,PREPARACIONES PARA EL MAQUILLAJE DE LOS LABIOS,20.0,B,'3304,'330410,B,16.6666666667,13.3333333333,10.0,6.66666666667,3.33333333333,0,0,0,0,'330410
33042000,PREPARACIONES PARA EL MAQUILLAJE DE LOS OJO,20.0,B,'3304,'330420,B,16.6666666667,13.3333333333,10.0,6.66666666667,3.33333333333,0,0,0,0,'330420
33043000,PREPARACIONES PARA MANICURAS O PEDICURO,20.0,C,'3304,'330430,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'330430
33049100,POLVOS; INCLUIDOS LOS COMPACTOS,20.0,B,'3304,'330491,B,16.6666666667,13.3333333333,10.0,6.66666666667,3.33333333333,0,0,0,0,'330491
33049900,LAS DEMAS,20.0,C,'3304,'330499,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'330499
33051000,CHAMPUES,20.0,M,'3305,'330510,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'330510
33052000,PREPARACIONES PARA ONDULACION O DESRIZADO PERMANENTE,20.0,M,'3305,'330520,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'330520
33053000,LACAS PARA EL CABELL,20.0,C,'3305,'330530,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'330530
33059000,LAS DEMAS,20.0,M,'3305,'330590,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'330590
33061000,- DENTÍFRICOS,20.0,C,'3306,'330610,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'330610
33062000,HILO UTILIZADO PARA LIMPIEZA DE LOS ESPACIOS INTER DENTALES (HILO DENTAL),20.0,A,'3306,'330620,A,0,0,0,0,0,0,0,0,0,'330620
33069000,LOS DEMAS,20.0,C,'3306,'330690,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'330690
33071000,PREPARACIONES PARA AFEITAR O PARA ANTES O DESPUES DEL AFEITADO,20.0,C,'3307,'330710,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'330710
33072000,DESODORANTES CORPORALES Y ANTITRASPIRANTE,20.0,C,'3307,'330720,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'330720
33073000,SALES PERFUMADAS Y DEMAS PREPARACIONES PARA EL BAÑO.,20.0,C,'3307,'330730,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'330730
33074100,AGARBATTI Y DEMAS PREPARACIONES ODORIFERAS QUE ACTUAN POR COMBUSTION,20.0,B,'3307,'330741,B,16.6666666667,13.3333333333,10.0,6.66666666667,3.33333333333,0,0,0,0,'330741
33074900,LAS DEMAS,20.0,C,'3307,'330749,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'330749
33079000,LOS DEMAS,20.0,C,'3307,'330790,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'330790
34011100,DE TOCADOR (INCLUSO LOS MEDICINALES),20.0,B,'3401,'340111,B,16.6666666667,13.3333333333,10.0,6.66666666667,3.33333333333,0,0,0,0,'340111
34011900,LOS DEMAS,20.0,B,'3401,'340119,B,16.6666666667,13.3333333333,10.0,6.66666666667,3.33333333333,0,0,0,0,'340119
34012000,JABON EN OTRAS FORMAS,20.0,B,'3401,'340120,B,16.6666666667,13.3333333333,10.0,6.66666666667,3.33333333333,0,0,0,0,'340120
34013000,- PRODUCTOS Y PREPARACIONES ORGÁNICOS TENSOACTIVOS PARA EL LAVADO DE LA PIEL; EN FORMA DE LÍQUIDO O CREMA Y DESTINADOS A LA VENTA AL POR MENOR; AUNQUE CONTENGAN JABÓN,20.0,B,'3401,'340130,B,16.6666666667,13.3333333333,10.0,6.66666666667,3.33333333333,0,0,0,0,'340220
34021100,ANIONICOS,0.0,G,'3402,'340211,G,0,0,0,0,0,0,0,0,0,'340211
34021200,CATIONICOS,8.0,A,'3402,'340212,A,0,0,0,0,0,0,0,0,0,'340212
34021300,NO IONICOS,8.0,A,'3402,'340213,A,0,0,0,0,0,0,0,0,0,'340213
34021900,LOS DEMAS,8.0,A,'3402,'340219,A,0,0,0,0,0,0,0,0,0,'340219
34022010,PREPARACIONES TENSOACTIVAS (DETERGENTES,20.0,B,'3402,'340220,B,16.6666666667,13.3333333333,10.0,6.66666666667,3.33333333333,0,0,0,0,'340220
34022090,LAS DEMAS,20.0,C,'3402,'340220,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'340220
34029011,PARA LA INDUSTRIA TEXTIL,3.0,A,'3402,'340290,A,0,0,0,0,0,0,0,0,0,'340290
34029019,LAS DEMAS,8.0,A,'3402,'340290,A,0,0,0,0,0,0,0,0,0,'340290
34029090,LOS DEMAS,8.0,A,'3402,'340290,A,0,0,0,0,0,0,0,0,0,'340290
34031100,PREPARACIONES PARA EL TRATAMIENTO DE MATERIAS TEXTILES; CUEROS Y PIELES; PELETERIA U OTRAS MATERIAS,3.0,A,'3403,'340311,A,0,0,0,0,0,0,0,0,0,'340311
34031900,LAS DEMAS.,8.0,B,'3403,'340319,B,6.66666666667,5.33333333333,4.0,2.66666666667,1.33333333333,0,0,0,0,'340319
34039100,PREPARACIONES PARA EL TRATAMIENTO DE MATERIAS TEXTILES; CUEROS Y PIELES; PELETERIA U OTRAS MATERIAS,3.0,A,'3403,'340391,A,0,0,0,0,0,0,0,0,0,'340391
34039900,LAS DEMAS,8.0,B,'3403,'340399,B,6.66666666667,5.33333333333,4.0,2.66666666667,1.33333333333,0,0,0,0,'340399
34041000,DE LIGNITO MODIFICADO QUIMICAMENTE,8.0,C,'3404,'340410,C,7.27272727273,6.54545454545,5.81818181818,5.09090909091,4.36363636364,3.63636363636,2.90909090909,2.18181818182,1.45454545455,'340410
34042000,- DE POLI (OXIETILENO) (POLIENTILENGLICOL),8.0,C,'3404,'340420,C,7.27272727273,6.54545454545,5.81818181818,5.09090909091,4.36363636364,3.63636363636,2.90909090909,2.18181818182,1.45454545455,'340420
34049010,CERAS ARTIFICIALES,8.0,C,'3404,'340490,C,7.27272727273,6.54545454545,5.81818181818,5.09090909091,4.36363636364,3.63636363636,2.90909090909,2.18181818182,1.45454545455,'340490
34049020,CERAS PREPARADAS (INCLUIDAS LAS CERAS PARA LACRAR),8.0,C,'3404,'340490,C,7.27272727273,6.54545454545,5.81818181818,5.09090909091,4.36363636364,3.63636363636,2.90909090909,2.18181818182,1.45454545455,'340490
34051000,BETUNES; CREMAS Y PREPARACIONES SIMILARES PARA EL CALZADO O PARA CUEROS Y PIELES,20.0,C,'3405,'340510,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'340510
34052000,ENCAUSTICOS Y PREPARACIONES SIMILARES PARA LA CONSERVACION DE MUEBLES DE MADERA; PARQUES U OTRAS MANU FACTURAS DE MADERA,20.0,C,'3405,'340520,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'340520
34053000,ABRILLANTADORES (LUSTRES) Y PREPARACIONES SIMILARES PARA CARROCERIAS; EXCEPTO LAS PREPARACIONES PARA LUSTRAR METALES,20.0,C,'3405,'340530,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'340530
34054000,PASTAS; POLVOS Y DEMAS PREPARACIONES PARA FREGAR,20.0,C,'3405,'340540,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'340540
34059000,LAS DEMA,20.0,C,'3405,'340590,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'340590
34060000,VELAS; CIRIOS Y ARTICULOS SIMILARES.,20.0,C,'3406,'340600,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'340600
34070010,PASTAS PARA MODELAR,20.0,A,'3407,'340700,A,0,0,0,0,0,0,0,0,0,'340700
34070020,CERAS PARA ODONTOLOGIA O COMPUESTOS PARA IMPRESION DENTA,8.0,A,'3407,'340700,A,0,0,0,0,0,0,0,0,0,'340700
34070090,LAS DEMAS PREPARACIONES PARA ODONTOLOGIA A BASE DE YESO FRAGUABLE,8.0,A,'3407,'340700,A,0,0,0,0,0,0,0,0,0,'340700
35011000,CASEINA,3.0,A,'3501,'350110,A,0,0,0,0,0,0,0,0,0,'350110
35019010,COLAS DE CASEINA,14.0,C,'3501,'350190,C,12.7272727273,11.4545454545,10.1818181818,8.90909090909,7.63636363636,6.36363636364,5.09090909091,3.81818181818,2.54545454545,'350190
35019090,LOS DEMAS,8.0,C,'3501,'350190,C,7.27272727273,6.54545454545,5.81818181818,5.09090909091,4.36363636364,3.63636363636,2.90909090909,2.18181818182,1.45454545455,'350190
35021100,SECA,3.0,A,'3502,'350211,A,0,0,0,0,0,0,0,0,0,'350211
35021900,LAS DEMAS,3.0,A,'3502,'350219,A,0,0,0,0,0,0,0,0,0,'350219
35022000,LACTOALBUMINA; INCLUIDOS LOS CONCENTRADOS DE DOS O MAS PROTEINAS DEL LACTOSUERO,3.0,A,'3502,'350220,A,0,0,0,0,0,0,0,0,0,'350220
35029010,ALBUMINAS,3.0,A,'3502,'350290,A,0,0,0,0,0,0,0,0,0,'350290
35029090,ALBUMINATOS Y DEMAS DERIVADOS DE LAS ALBUMINAS,3.0,A,'3502,'350290,A,0,0,0,0,0,0,0,0,0,'350290
35030010,GELATINAS Y SUS DERIVADOS,3.0,C,'3503,'350300,C,2.72727272727,2.45454545455,2.18181818182,1.90909090909,1.63636363636,1.36363636364,1.09090909091,0.818181818182,0.545454545455,'350300
35030020,ICTIOCOLA; DEMAS COLAS DE ORIGEN ANIMAL,3.0,C,'3503,'350300,C,2.72727272727,2.45454545455,2.18181818182,1.90909090909,1.63636363636,1.36363636364,1.09090909091,0.818181818182,0.545454545455,'350300
35040010,PEPTONAS Y SUS DERIVADOS,3.0,A,'3504,'350400,A,0,0,0,0,0,0,0,0,0,'350400
35040090,LOS DEMAS,3.0,A,'3504,'350400,A,0,0,0,0,0,0,0,0,0,'350400
35051000,DEXTRINA Y DEMAS ALMIDONES Y FECULAS MODIFICADOS,3.0,A,'3505,'350510,A,0,0,0,0,0,0,0,0,0,'350510
35052011,EN ENVASES DE CONTENIDO NETO INFERIOR O IGUAL A 15 KGS.,14.0,C,'3505,'350520,C,12.7272727273,11.4545454545,10.1818181818,8.90909090909,7.63636363636,6.36363636364,5.09090909091,3.81818181818,2.54545454545,'350520
35052019,LOS DEMAS,14.0,C,'3505,'350520,C,12.7272727273,11.4545454545,10.1818181818,8.90909090909,7.63636363636,6.36363636364,5.09090909091,3.81818181818,2.54545454545,'350520
35052090,LAS DEMAS,14.0,C,'3505,'350520,C,12.7272727273,11.4545454545,10.1818181818,8.90909090909,7.63636363636,6.36363636364,5.09090909091,3.81818181818,2.54545454545,'350520
35061000,PRODUCTOS DE CUALQUIER CLASE UTILIZADOS COMO COLAS O ADHESIVOS; ACONDICIONADOS PARA LA VENTA AL POR MENOR COMO COLAS O ADHESIVOS; DE PESO NETO INFERIO R O IGUAL A 1 KG2.,20.0,C,'3506,'350610,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'350610
35069111,- - - - EN ENVASES DE CONTENIDO NETO INFERIOR O IGUAL A 15 KGS.,14.0,C,'3506,'350691,C,12.7272727273,11.4545454545,10.1818181818,8.90909090909,7.63636363636,6.36363636364,5.09090909091,3.81818181818,2.54545454545,'350691
35069119,LOS DEMAS,0.0,G,'3506,'350691,G,0,0,0,0,0,0,0,0,0,'350691
35069191,EN ENVASES DE CONTENIDO NETO INFERIOR O IGUAL A 15 KGS.,20.0,C,'3506,'350691,C,18.1818181818,16.3636363636,14.5454545455,12.7272727273,10.9090909091,9.09090909091,7.27272727273,5.45454545455,3.63636363636,'350691
35069199,LOS DEMAS,14.0,A,'3506,'350691,A,0,0,0,0,0,0,0,0,0,'350691
35069910,EN ENVASES DE CONTENIDO NETO INFERIOR O IGUAL A 15 KGS,20.0,M,'3506,'350699,M,19.6,19.2,17.6,16.0,14.4,12.8,11.2,9.6,6.4,'350699
35069990,LOS DEMAS,14.0,M,'3506,'350699,M,13.72,13.44,12.32,11.2,10.08,8.96,7.84,6.72,4.48,'350699
